28,back," the posterior part of a human (or animal) body from the neck to the end of the spine
","Bob Cousy added the behind the back dribble fifty years later, and now.",easy
29,backed," the posterior part of a human (or animal) body from the neck to the end of the spine
","Bob Cousy added the behind the back dribble fifty years later, and now.",easy
30,backing," the act of providing approval and support
",Orthopedic backrests provide support for the back.,medium
31,backband, a broad band that passes over the back of a horse and supports the shafts of a vehicle,,hard
32,backbite, say mean things,"Let's quit the bickering, the backbiting and the warring.",hard
33,backbone," a central cohesive source of support and stability
",She is the backbone of the family.,medium
34,backdoor," an undocumented way to get access to a computer system or the data it contains
",It's basically a backdoor draft.,medium
35,backdown, a retraction of a previously held position,It was humiliating to backdown like that.,hard
36,backer, invests in a theatrical production,The primary financial backer of the initiative is Peter Sperling.,hard
37,backhand, a return made with the back of the hand facing the direction of the stroke,It's very weasily and backhanded.,hard
38,backlash," a movement back from an impact
",The backlash is the result of unintended consequences.,medium
39,backless, lacking a back,There are backless metal benches to sit on in this lobby.,hard
40,backlog," an accumulation of jobs not done or materials not processed that are yet to be dealt with (especially unfilled customer orders for products or services)
",Perhaps set the Newpage default to the end of the backlog ,medium
41,backs," the posterior part of a human (or animal) body from the neck to the end of the spine
","Bob Cousy added the behind the back dribble fifty years later, and now.",easy
42,backsaw, a handsaw that is stiffened by metal reinforcement along the upper edge,Maybe backsaw and tenon saw should be merged.,hard
43,backside," the side of an object that is opposite its front
",It is known for its fast sensual movements of the buttocks and backside.,medium
44,backstay, a stay that supports the back of something,Contrast with forestay and backstay.,hard
45,backward," at or to or toward the back or rear
",The direction of the magnetic fields in the picture are backwards.,medium
46,backwash," the flow of air that is driven backwards by an aircraft propeller
",The edit was caught in the backwash.,hard
47,bacon," back and sides of a hog salted and dried or smoked; usually sliced thin and fried
",The aberration is American bacon.,medium
48,bacteria, single-celled or noncellular spherical or spiral or rod-shaped organisms lacking chlorophyll that reproduce by fission; important as pathogens and for biochemical properties; taxonomy is difficult; often considered to be,"At the site of infection, the neutrophils engulf and kill bacteria.",easy
49,badder, that which is below standard or expectations as of ethics or decency,Try not to pay attention to the bad dancing and Grandma bedspread.,easy
50,baddish, that which is below standard or expectations as of ethics or decency,Try not to pay attention to the bad dancing and Grandma bedspread.,easy
51,bade," an authoritative direction or instruction to do something
",Players who underbid are deducted points in the amount of the bid.,easy
52,badge," an emblem (a small piece of plastic or cloth or metal) that signifies your status (rank or membership or affiliation etc.)
","The higher the rank within the department, the lower the badge number.",medium
53,badger," a native or resident of Wisconsin
",I smelt like a badger.,hard
54,badgered," a native or resident of Wisconsin
",I smelt like a badger.,hard
55,badgerer, someone who tries to embarrass you with gibes and questions and objections,I smelt like a badger.,hard
56,badinage, frivolous banter,"Badinage can also refer to playful repartee, or banter.",hard
57,badly," to a severe or serious degree
",Both confabulate the two religions very badly.,medium
58,badness, that which is below standard or expectations as of ethics or decency,Try not to pay attention to the bad dancing and Grandma bedspread.,easy
59,baffled, a flat plate that controls or directs the flow of fluid or energy,The most common type of baffle is the segmental baffle.,hard
60,baffling, a flat plate that controls or directs the flow of fluid or energy,The most common type of baffle is the segmental baffle.,hard
61,baffle, a flat plate that controls or directs the flow of fluid or energy,The most common type of baffle is the segmental baffle.,hard
62,baffler, a flat plate that controls or directs the flow of fluid or energy,The most common type of baffle is the segmental baffle.,hard
63,bagged," a flexible container with a single opening
","On the floor, there was a bag containing syringes and heroin paraphernalia.",easy
64,bagging," a flexible container with a single opening
","On the floor, there was a bag containing syringes and heroin paraphernalia.",easy
65,bagasse, the dry dusty pulp that remains after juice is extracted from sugar cane or similar plants,Electricity generation from bagasse.,hard
66,baggage," cases used to carry belongings when traveling
",Baggage is stowed in a compartment at the rear of the cabin.,medium
67,baggily, not fitting closely; hanging loosely,"Without the baggies, the gun will then be a loose fit in the holster.",hard
68,baggy, not fitting closely; hanging loosely,"Without the baggies, the gun will then be a loose fit in the holster.",hard
69,bagman," a salesman who travels to call on customers
",Bagman appears in the video game as a Quidditch announcer.,hard
70,bagnio," a building where prostitutes are available
",He successfully persuaded Clarges to allow Toft to remain at the bagnio.,hard
71,bagpipe, a tubular wind instrument; the player blows air into a bag and squeezes it out through the drone,The use of muffled drums and bagpipes are common as well.,hard
72,bagpiper, someone who plays the bagpipe,The use of muffled drums and bagpipes are common as well.,hard
73,baguet, narrow French stick loaf,,hard
74,baguette, narrow French stick loaf,The first baguette cut diamonds made an appearance.,hard
75,bail," money that must be forfeited by the bondsman if an accused person fails to appear in court for trial
","When Patina is bailed out of jail, he confers with Miller in a seedy hotel.",medium
76,bailed," money that must be forfeited by the bondsman if an accused person fails to appear in court for trial
","When Patina is bailed out of jail, he confers with Miller in a seedy hotel.",medium
77,bailing," money that must be forfeited by the bondsman if an accused person fails to appear in court for trial
","When Patina is bailed out of jail, he confers with Miller in a seedy hotel.",medium
78,bailable," admitting of bail
",All other offences are non bailable.,hard
79,bailee, the agent to whom property involved in a bailment is delivered,Liability to the third bailee was not transferable.,hard
80,bailer," money that must be forfeited by the bondsman if an accused person fails to appear in court for trial
","When Patina is bailed out of jail, he confers with Miller in a seedy hotel.",medium
81,bailey," United States singer (1918-1990)
",The curator of the exhibition was David Bailey.,hard
82,bailiff, an officer of the court who is employed to execute writs and processes and make arrests etc.,The Deputy Bailiff preside in the assembly.,hard
83,bailment, the delivery of personal property in trust by the bailor to the bailee,Still the case turned on the question of bailment.,hard
84,bailor, the person who delivers personal property (goods or money) in trust to the bailee in a bailment,Bailor finished out the game at pitcher.,hard
85,bairn, a child: son or daughter,I remember reading them as a wee bairn.,hard
86,bait," anything that serves as an enticement
",A bait bag is hung in the middle of the trap.,medium
87,baited," anything that serves as an enticement
",A bait bag is hung in the middle of the trap.,medium
88,baiting," anything that serves as an enticement
",A bait bag is hung in the middle of the trap.,medium
89,baize, a bright green fabric napped to resemble felt; used to cover gaming tables,Baize is a coarse woollen cloth.,hard
90,baked," dried out by heat or excessive exposure to sunlight
","The fish are eaten and may be steamed, pan fried, broiled, or baked.",medium
91,baking," cook and make edible by putting in a hot oven
",The man baked the cake.,medium
92,bake," cook and make edible by putting in a hot oven
",The man baked the cake.,medium
93,baker," someone who bakes commercially
",The Bakers subsequently called the police.,medium
94,bakery, a workplace where baked goods (breads and cakes and pastries) are produced or sold,The bakery was open to the street.,medium
95,bakshish, a relatively small amount of money given for services rendered (as by a waiter),,hard
96,balance," a state of equilibrium
","I'm a math genius, and I can't even balance my own checkbook.",easy
97,balanced, being in a state of proper equilibrium,The balance was asymmetric.,easy
98,balancer," an acrobat who balances himself in difficult positions
",The balance was asymmetric.,hard
99,balcony," an upper floor projecting from the rear over the main floor in an auditorium
",Bookcases and commemorative plaques are located beneath the balcony.,medium
100,bald, grow bald; lose hair on one's head,This is the reason bald headed men are uptight.,medium
101,balder, grow bald; lose hair on one's head,This is the reason bald headed men are uptight.,medium
102,baldhead, a person whose head is bald,Baldhead was once renowned as a medical genius.,hard
103,baldly, grow bald; lose hair on one's head,This is the reason bald headed men are uptight.,medium
104,baldness, grow bald; lose hair on one's head,This is the reason bald headed men are uptight.,medium
105,baldpate," a person whose head is bald
",,hard
106,baldric, a wide (ornamented) belt worn over the right shoulder to support a sword or bugle by the left hip,A sash is not the same as a baldric.,hard
107,baldwin," United States author who was an outspoken critic of racism (1924-1987)
",Ida was the mother of Godfrey of Bouillon and of King Baldwin I of Jerusalem.,hard
108,bale," a large bundle bound for storage or transport
",The bale of the padlock is received in holes in the bale support members.,hard
109,baled," a large bundle bound for storage or transport
",The bale of the padlock is received in holes in the bale support members.,hard
110,baling," a large bundle bound for storage or transport
",The bale of the padlock is received in holes in the bale support members.,hard
111,baleen, a horny material from the upper jaws of certain whales; used as the ribs of fans or as stays in corsets,The Blue Whale is a marine mammal belonging to the suborder of baleen whales.,hard
112,balefire, a large outdoor fire that is lighted as a signal or in celebration,There are four books in the Balefire series.,hard
113,baleful," deadly or sinister
",The bale of the padlock is received in holes in the bale support members.,hard
114,balk," the area on a billiard table behind the balkline
",The protesters are balking against the government.,hard
115,balked," the area on a billiard table behind the balkline
",The protesters are balking against the government.,hard
116,balking," the area on a billiard table behind the balkline
",The protesters are balking against the government.,hard
117,balker," the area on a billiard table behind the balkline
",The protesters are balking against the government.,hard
118,balky, stopping short and refusing to go on,In this case it was a single balky server.,hard
119,ball," round object that is hit or thrown or kicked in games
",The aim of the game is to kick the ball into the goal.,easy
120,balled," round object that is hit or thrown or kicked in games
",The aim of the game is to kick the ball into the goal.,easy
121,balling," round object that is hit or thrown or kicked in games
",The aim of the game is to kick the ball into the goal.,easy
122,ballad," a narrative song with a recurrent refrain
",It was the first ballad of the singer.,medium
123,ballade, a poem consisting of 3 stanzas and an envoy,It was the first ballad of the singer.,hard
124,ballast," any heavy material used to stabilize a ship or airship
",The keel is molded as part of the hull and the ballast is poured in.,medium
125,ballet," a theatrical representation of a story that is performed to music by trained dancers
",Astaire was not enthused by the proposal to blend ballet with popular dance.,medium
126,ballista, an engine that provided medieval artillery used during sieges; a heavy war engine for hurling large stones and other missiles,The difference between the two is the use of torsion power by the ballista.,hard
127,balloon," large tough nonrigid bag filled with gas or heated air
",Hot air ballooning is the activity of flying hot air balloons.,medium
128,ballot," a document listing the alternatives that is used in voting
",The proposition appeared on the ballot of the February primary election.,medium
129,balloted," a document listing the alternatives that is used in voting
",The proposition appeared on the ballot of the February primary election.,medium
130,balloter," a document listing the alternatives that is used in voting
",The proposition appeared on the ballot of the February primary election.,medium
131,ballroom, large room used mainly for dancing,The party in the novella consists mostly of nude ballroom dancing.,medium
132,balm," any of various aromatic resinous substances used for healing and soothing
",It is the company responsible for Tiger Balm ointment.,medium
133,balmily," informal or slang terms for mentally irregular
",The short spring and autumn seasons usually are mild and balmy.,hard
134,balmoral," a sturdy laced walking shoe
",The name of the racetrack was changed to Balmoral Park.,hard
135,balmy," informal or slang terms for mentally irregular
",The short spring and autumn seasons usually are mild and balmy.,hard
136,balsa," strong lightweight wood of the balsa tree used especially for floats
",Even solid balsa surfboards are available.,hard
137,balsam," any seed plant yielding balsam
",The balsam fir is the provincial tree of New Brunswick.,hard
138,balsamic," any seed plant yielding balsam
",The balsam fir is the provincial tree of New Brunswick.,hard
139,baltic," a sea in northern Europe; stronghold of the Russian navy
",The oak is a tree of the thunder god in the Baltic mythology.,hard
140,baluster, one of a number of closely spaced supports for a railing,Should this link to Baluster somewhere.,hard
141,bambino, a young child,Or the Curse of the Curse of the Bambino ,hard
142,bamboo," the hard woody stems of bamboo plants; used in construction and crafts and fishing poles
",Above the bamboo is the timberline forest.,medium
143,banned, forbidden by law,He refused to acknowledge the ban on the ground of its illegality.,medium
144,banning," a decree that prohibits something
",He refused to acknowledge the ban on the ground of its illegality.,easy
145,banal, repeated too often; overfamiliar through overuse,The banality of evil is only banal to those who never see it.,hard
146,banality, a trite or obvious remark,The banality of evil is only banal to those who never see it.,hard
147,banana," any of several tropical and subtropical treelike herbs of the genus Musa having a terminal crown of large entire leaves and usually bearing hanging clusters of elongated fruits
",My favorite fruit is banana.,medium
148,bank," sloping land (especially the slope beside a body of water)
",Banks and financiers are at the top of the pyramid.,easy
149,band," an unofficial association of people or groups
",The band wanted the video to set the scene on the actual party.,easy
150,banded," an unofficial association of people or groups
",The band wanted the video to set the scene on the actual party.,easy
151,banding," an unofficial association of people or groups
",The band wanted the video to set the scene on the actual party.,easy
152,bandage, a piece of soft material that covers and protects an injured part of the body,This is just as important as the bandage and the flower.,hard
153,bandaged, a piece of soft material that covers and protects an injured part of the body,This is just as important as the bandage and the flower.,hard
154,bandanna, large and brightly colored handkerchief; often used as a neckerchief,"In the game, his bandanna is blue, but in the anime it is yellow.",hard
155,bandana, large and brightly colored handkerchief; often used as a neckerchief,"In the game, his bandanna is blue, but in the anime it is yellow.",hard
156,bandbox, a light cylindrical box for holding light articles of attire (especially hats),,hard
157,bandeau, an undergarment worn by women to support their breasts,I also liked the idea of having a bandeau.,hard
158,bandelet, molding in the form of a ring; at top of a column,,hard
159,bandlet, molding in the form of a ring; at top of a column,The column of blast cells arising out of each teloblast is known as a bandlet.,hard
160,bandits, an armed thief who is (usually) a member of a band,It is the sequel to the 1977 film Smokey and the Bandit.,hard
161,banditti, an armed thief who is (usually) a member of a band,It is the sequel to the 1977 film Smokey and the Bandit.,hard
162,bandit, an armed thief who is (usually) a member of a band,It is the sequel to the 1977 film Smokey and the Bandit.,hard
163,bandy," toss or strike a ball back and forth
",None of them spoke but furtive glances were bandied back and forth.,hard
164,bane, something causing misery or death,Religion is the bane of mankind.,hard
165,baneful," exceedingly harmful
",Religion is the bane of mankind.,hard
166,banged," a vigorous blow
",The bang on the door grew harder.,easy
167,banging," a vigorous blow
",The bang on the door grew harder.,easy
168,bang," a vigorous blow
",The bang on the door grew harder.,easy
169,bangle," jewelry worn around the wrist for decoration
",The bangle peddler went to the house and began to shout for money.,hard
170,banian," East Indian tree that puts out aerial shoots that grow down into the soil forming additional trunks
",Men wore a white sarong and a red striped banian.,hard
171,banished," expel from a community or group
",The exile was to banish all the people.,hard
172,banish," expel from a community or group
",The exile was to banish all the people.,hard
173,banisher," expel from a community or group
",The exile was to banish all the people.,hard
174,banister, a railing at the side of a staircase or balcony to prevent people from falling,The grand staircase features a banister created by the man.,hard
175,banking," engaging in the business of keeping money for savings and checking accounts or for exchange or for issuing loans and credit etc.
",This is the leverage of the investment banks.,easy
176,bankable," guaranteed to bring a profit
",He wasn't the most bankable of artists.,hard
177,banker," a financier who owns or is an executive in a bank
",The bankers attributed the failure to bad management.,medium
178,bankrupt, someone who has insufficient assets to cover their debts,The firm was fortunate not to be bankrupted by the ordeal.,medium
179,banner," long strip of cloth or paper used for decoration or advertising
",There is a banner ad at the top of the page.,easy
180,banneret, a knight honored for valor; entitled to display a square banner and to hold higher command,A better comparison would be to a banneret.,hard
181,bannock, a flat bread made of oat or barley flour; common in New England and Scotland,The Bannock are prominent in American history due to the Bannock ar of 1878.,hard
182,banns, a public announcement of a proposed marriage,They are part of the Bann culture assemblage.,hard
183,banquet," a ceremonial dinner party for many people
",The celebratory victory banquet was canceled.,medium
184,banshee, a female spirit who wails to warn of impending death,"In later stories, the appearance of the banshee could foretell the death.",hard
185,banshie, a female spirit who wails to warn of impending death,,hard
186,bantam, any of various small breeds of fowl,"It's not Bantam this time, though.",hard
187,banteng, wild ox of the Malay Archipelago,Conservation value of Australian banteng population.,hard
188,bantered, light teasing repartee,They enjoyed exchanging banters.,medium
189,banter, light teasing repartee,They enjoyed exchanging banters.,medium
190,banterer, light teasing repartee,They enjoyed exchanging banters.,medium
191,banyan," East Indian tree that puts out aerial shoots that grow down into the soil forming additional trunks
",Banyan Elementary is the home of the Bobcats.,hard
192,baobab, African tree having an exceedingly thick trunk and fruit that resembles a gourd and has an edible pulp called monkey bread,A typical common name is baobab.,hard
193,baptism, a Christian sacrament signifying spiritual cleansing and rebirth,The baptismal font lies to the north of the church.,medium
194,baptist, follower of Baptistic doctrines,The Baptists found this intolerable.,hard
195,baptized, having undergone the Christian ritual of baptism,He baptized and canonized millions of men.,medium
196,baptize, a Christian sacrament signifying spiritual cleansing and rebirth,The baptismal font lies to the north of the church.,medium
197,barred," preventing entry or exit or a course of action
",They flee to the rooftop of a nearby building and bar the doors.,medium
198,barring, the act of excluding someone by a negative vote or veto,The other woman mentions the forthcoming raid in a bar.,medium
199,barb," an aggressive remark directed at a person like a missile and intended to have a telling effect
",Infantrymen are often trained and inured to the injuries caused by barbed wire.,medium
200,barbed," an aggressive remark directed at a person like a missile and intended to have a telling effect
",Infantrymen are often trained and inured to the injuries caused by barbed wire.,medium
201,barbacan, a tower that is part of a defensive structure (such as a castle),"On the opposite side, the gate is protected by the Saint Louis barbacan.",hard
202,barbados," a parliamentary democracy on the island of Barbados; former British colony; a popular resort area
",The Barbados Labour Party is the main opposition party of Barbados.,hard
203,barbary, a region of northern Africa on the Mediterranean coast between Egypt and Gibraltar; was used as a base for pirates from the 16th to 19th centuries,It is able to interbreed with the Barbary Dove.,hard
204,barbate, having hair on the cheeks and chin,How to make barbat's resonating body.,hard
205,barbecue," meat that has been barbecued or grilled in a highly seasoned sauce
",As for the barbecue lunch and the kid are the traditional.,medium
206,barbel, slender tactile process on the jaws of a fish,There are four pairs of barbel anatomy barbels.,hard
207,barber," United States composer (1910-1981)
","The next day, Wally and his friends go to the barber shop for haircuts.",medium
208,barberry, any of numerous plants of the genus Berberis having prickly stems and yellow flowers followed by small red berries,The crest is a sprig of barberry.,hard
209,barbet, small brightly colored stout-billed tropical bird having short weak wings,Barbets are near passerine birds with bristles around the base of the bill.,hard
210,barbette, a mound of earth inside a fort from which heavy gun can be fired over the parapet,"Sumter, to prevent the working of the barbette guns and to dismount them.",hard
211,barbican, a tower that is part of a defensive structure (such as a castle),The road to the castle surmounts the moat and barbican across a baroque bridge.,hard
212,bard," a lyric poet
",The monument features a statue of The Bard.,hard
213,barde, put a caparison on,The monument features a statue of The Bard.,hard
214,bardic," a lyric poet
",The monument features a statue of The Bard.,hard
215,bardism," lay bare
",The bare facts are in the treaty.,medium
216,bare," lay bare
",The bare facts are in the treaty.,medium
217,bared," lay bare
",The bare facts are in the treaty.,medium
218,baring," lay bare
",The bare facts are in the treaty.,medium
219,bareback, without a saddle,Saddle bronc and bareback riding.,medium
220,barefoot, without shoes on,Many of the characters go barefoot in the series.,medium
221,barely," only a very short time before
",The bare facts are in the treaty.,medium
222,bareness," a bleak and desolate atmosphere
",The bare facts are in the treaty.,hard
223,bargain," an agreement between parties (usually arrived at after discussion) fixing obligations of each
",People were buying things at a bargain.,medium
224,barge, a flatbottom boat for carrying heavy loads (especially on canals),"At the site, all the tugs have the barge ram ready.",medium
225,bargee, someone who operates a barge,,hard
226,bargeman, someone who operates a barge,Cooper was a bargeman with a fearful reputation.,hard
227,baric, of or relating to or containing barium,Here are a couple of links to a phenomena called kineto baric effects.,hard
228,barilla," bushy plant of Old World salt marshes and sea beaches having prickly leaves; burned to produce a crude soda ash
","At the current time, the pasta is sold to Barilla.",hard
229,barite, a white or colorless mineral (BaSO4); the main source of barium,BaSO4 is available as the common mineral barite.,hard
230,baritone," a male singer
",The Baritone is not the same instrument as a Euphonium ,medium
231,barium, a soft silvery metallic element of the alkali earth group; found in barite,Barium bromide is the chemical compound with the formula BaBr2.,hard
232,barked," tough protective covering of the woody stems and roots of trees and other woody plants
",It overlays the wood and consists of the inner bark and the outer bark.,medium
233,barking," tough protective covering of the woody stems and roots of trees and other woody plants
",It overlays the wood and consists of the inner bark and the outer bark.,medium
234,bark," tough protective covering of the woody stems and roots of trees and other woody plants
",It overlays the wood and consists of the inner bark and the outer bark.,medium
235,barque, a sailing ship with 3 (or more) masts,"The gale of 1733 shattered the bridge, sinking the barques supporting it.",hard
236,barker," someone who stands in front of a show (as at a carnival) and gives a loud colorful sales talk to potential customers
",She is the daughter of the poet George Barker and the novelist Elspeth Barker.,hard
237,barky," tough protective covering of the woody stems and roots of trees and other woody plants
",It overlays the wood and consists of the inner bark and the outer bark.,medium
238,barley," a grain of barley
",The rest of the world eats rice and makes beer out of barley.,medium
239,barm, a commercial leavening agent containing yeast cells; used to raise the dough in making bread and for fermenting beer or whiskey,It is also sometimes served on a savoury barm cake.,hard
240,barmaid, a female bartender,He observed Bryan as the barmaid.,hard
241,barn," an outlying farm building for storing grain or animal feed and housing farm animals
",The farm laborer became very scared and left the barn.,medium
242,barnacle," marine crustaceans with feathery food-catching appendages; free-swimming as larvae; as adults form a hard shell and live attached to submerged surfaces
",This is a low moment for the Barnacle.,hard
243,barnyard, a yard adjoining a barn,Everett is the oldest animal on the barnyard.,hard
244,baron," a nobleman (in various countries) of varying rank
",Rogge is attempting to deify the Baron.,hard
245,baronage, the peers of a kingdom considered as a group,In 1691 he was raised further to baronage.,hard
246,baroness, a noblewoman who holds the rank of baron or who is the wife or widow of a baron,The first Independent Adjudicator was Baroness Ruth Deech.,hard
247,baronet, a member of the British order of honor; ranks below a baron but above a knight,The fourth Baronet was a Brigadier in the Army.,hard
248,baronial, impressive in appearance,The baronial title is an allusion to the series.,hard
249,barony," the estate of a baron
",The baronial title is an allusion to the series.,hard
250,baroque," the historic period from about 1600 until 1750 when the baroque style of art, architecture, and music flourished in Europe
",It was done in the baroque style of the Markgraves.,medium
251,barouche, a horse-drawn carriage having four wheels; has an outside seat for the driver and facing inside seats for two couples and a folding top,A barouche sociable was described as a cross between a barouche and a victoria.,hard
252,barrack, a building or group of buildings used to house military personnel,He deserved to be barracked at.,hard
253,barrage," the rapid and continuous delivery of linguistic communication (spoken or written)
",The barrage wiped out the assault wave.,medium
254,barrator, someone guilty of barratry,,hard
255,barratry," traffic in ecclesiastical offices or preferments
",This is nothing more than barratry and forum shopping.,hard
256,barrel," a tube through which a bullet travels when a gun is fired
",The barrel is integrated with the barrel breech.,medium
257,barreled," a tube through which a bullet travels when a gun is fired
",The barrel is integrated with the barrel breech.,medium
258,barren, an uninhabited wilderness that is worthless for cultivation,The building is barren and dusty.,medium
259,barrenly, an uninhabited wilderness that is worthless for cultivation,The building is barren and dusty.,medium
260,barrier," a structure or object that impedes free movement
",The inner wall member comprises an impermeable barrier layer.,easy
261,barroom, a room or establishment where alcoholic drinks are served over a counter,Good friend to have in a barroom brawl.,hard
262,barrow," the quantity that a barrow will hold
",The barrow is built on the location of the pyre.,medium
263,bartered, an equal exchange,The primary means of exchange is barter.,medium
264,barter, an equal exchange,The primary means of exchange is barter.,medium
265,barterer, an equal exchange,The primary means of exchange is barter.,medium
266,barth," Swiss Protestant theologian (1886-1968)
",Barth also agreed with the Dogma of the Virgin Birth.,hard
267,bartlett," United States explorer who accompanied Peary's expedition to the North Pole and who led many other Arctic trips (1875-1946)
",Bruce Bartlett traces the beginning of debasement to the reign of Nero.,hard
268,baryta, any of several compounds of barium,"Also known as baryta, it is one of the principal compounds of barium.",hard
269,barytes, a white or colorless mineral (BaSO4); the main source of barium,Barytes has varied usage and is a valuable mineral.,hard
270,barytic, of or relating to or containing baryta,Barytes has varied usage and is a valuable mineral.,hard
271,barytone, a male singer,,hard
272,basal," especially of leaves; located at the base of a plant or stem; especially arising directly from the root or rootstock or a root-like stem
",The leaves grow in a dense basal clump at the ground.,medium
273,basalt, the commonest type of solidified lava; a dense dark grey fine-grained igneous rock that is composed chiefly of plagioclase feldspar and pyroxene,The Himmeldunkberg comprises mainly of the volcanic rocks basalt and tuff.,hard
274,basaltic, the commonest type of solidified lava; a dense dark grey fine-grained igneous rock that is composed chiefly of plagioclase feldspar and pyroxene,The Himmeldunkberg comprises mainly of the volcanic rocks basalt and tuff.,hard
275,bascule, a structure or device in which one end is counterbalanced by the other (on the principle of the seesaw),Development of the bascule bridge.,hard
276,base," installation from which a military force initiates operations
","The bottom of the base is corrugated, the bottom of the trays are corrugated.",easy
277,based," having a base
",The base of the skin is pegged to the ground.,easy
278,basing," installation from which a military force initiates operations
","The bottom of the base is corrugated, the bottom of the trays are corrugated.",easy
279,baseball," a ball game played with a bat and ball between two teams of nine players; teams take turns at bat trying to score runs
",He was a largely unheralded baseball player.,easy
280,baseborn," of low birth or station (`base' is archaic in this sense)
",,hard
281,baseless, without a basis in reason or fact,The accusations of misogyny are baseless.,hard
282,basely," installation from which a military force initiates operations
","The bottom of the base is corrugated, the bottom of the trays are corrugated.",easy
283,basement," the lowermost portion of a structure partly or wholly below ground level; often used for storage
",Water storage for the complex is located in the basements of the towers.,medium
284,baseness, unworthiness by virtue of lacking higher values,These bases squat in between the other base and the flyer.,hard
285,bash," a vigorous blow
",The lifesaver bashing is a separate event.,medium
286,bashful," self-consciously timid- Ezra Pound
",Shy Bowel is sometimes called Bashful Bowel.,hard
287,basic," a popular programming language that is relatively easy to learn; an acronym for beginner's all-purpose symbolic instruction code; no longer in general use
",Hunger is a main stimulant of the basic cry.,easy
288,basidium, a small club-shaped structure typically bearing four basidiospores at the ends of minute projections; unique to basidiomycetes,A view of the active basidium in heterobasidiomycetes.,hard
289,basify, turn basic and less acidic,,hard
290,basil," any of several Old World tropical aromatic annual or perennial herbs of the genus Ocimum
",But Basil Brush will have to scavenge elsewhere.,medium
291,basilar, of or relating to or located at the base,Posterior to the clivus is the basilar artery.,hard
292,basilary, of or relating to or located at the base,,hard
293,basilica," an early Christian church designed like a Roman basilica; or a Roman Catholic church or cathedral accorded certain privileges
",The house is now the rectory of the Basilica.,hard
294,basilisk," a serpent (or lizard or dragon) able to kill with its breath or glance
",He pecks out the eyes of the basilisk.,hard
295,basin," a bowl-shaped vessel; usually used for holding food or liquids
",The lake supports landlocked salmon and lake trout in the middle basin.,medium
296,basined, enclosed in a basin,The drainage basin to the east is the Powder River basin.,hard
297,basinet, a medieval steel helmet,The term is also written as bassinet or basinet.,hard
298,bases," installation from which a military force initiates operations
","The bottom of the base is corrugated, the bottom of the trays are corrugated.",easy
299,basis," a relation that provides the foundation for something
","The only ground for knowledge is the intuition, the basis of sense experience.",easy
300,basked," derive or receive pleasure from; get enjoyment from; take pleasure in
","In the meantime, he can bask in the glow of his many awards.",hard
